Parameter,Process1,Process2,Process3,Temperature,V-supply,vref
C0_308,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-15,1.6,0.8505
C0_309,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-5,1.6,0.8411
C0_310,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,5,1.6,0.8316
C0_311,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,15,1.6,0.8219
C0_312,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,25,1.6,0.8122
C0_313,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,35,1.6,0.8031
C0_314,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,45,1.6,0.7924
C0_315,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,55,1.6,0.7828
C0_316,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,65,1.6,0.7722
C0_317,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,75,1.6,0.762
C0_318,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,85,1.6,0.7515
C0_319,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,95,1.6,0.7415
C0_320,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,105,1.6,0.73
C0_321,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,115,1.6,0.7176
C0_322,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,125,1.6,0.7032
C0_323,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-55,1.8,0.8867
C0_324,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-45,1.8,0.8779
C0_325,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-35,1.8,0.8689
C0_326,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-25,1.8,0.8597
C0_327,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-15,1.8,0.8505
C0_328,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-5,1.8,0.8411
C0_329,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,5,1.8,0.8316
C0_330,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,15,1.8,0.822
C0_331,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,25,1.8,0.8125
C0_332,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,35,1.8,0.8024
C0_333,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,45,1.8,0.7926
C0_334,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,55,1.8,0.7824
C0_335,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,65,1.8,0.7723
C0_336,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,75,1.8,0.762
C0_337,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,85,1.8,0.7517
C0_338,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,95,1.8,0.7415
C0_339,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,105,1.8,0.7297
C0_340,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,115,1.8,0.7176
C0_341,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,125,1.8,0.7033
C0_342,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-55,2,0.8868
C0_343,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-45,2,0.8779
C0_344,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-35,2,0.8689
C0_345,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-25,2,0.8603
C0_346,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-15,2,0.8505
C0_347,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-5,2,0.8411
C0_348,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,5,2,0.8317
C0_349,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,15,2,0.8221
C0_350,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,25,2,0.8124
C0_351,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,35,2,0.8025
C0_352,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,45,2,0.7925
C0_353,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,55,2,0.7825
C0_354,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,65,2,0.7723
C0_355,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,75,2,0.7621
C0_356,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,85,2,0.7516
C0_357,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,95,2,0.7415
C0_358,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,105,2,0.73
C0_359,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,115,2,0.7176
C0_360,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,125,2,0.7033
C0_361,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-55,2.2,0.8868
C0_362,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-45,2.2,0.8783
C0_363,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-35,2.2,0.8693
C0_364,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-25,2.2,0.9361
C0_365,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-15,2.2,1.008
C0_366,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-5,2.2,1.084
C0_367,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,5,2.2,1.161
C0_368,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,15,2.2,1.236
C0_369,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,25,2.2,1.306
C0_370,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,35,2.2,1.369
C0_371,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,45,2.2,1.423
C0_372,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,55,2.2,1.469
C0_373,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,65,2.2,1.508
C0_374,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,75,2.2,1.542
C0_375,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,85,2.2,1.572
C0_376,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,95,2.2,1.597
C0_377,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,105,2.2,1.62
C0_378,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,115,2.2,1.64
C0_379,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,125,2.2,1.657
C0_380,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-55,2.4,1.967
C0_381,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-45,2.4,1.996
C0_382,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-35,2.4,2.02
C0_383,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-25,2.4,2.041
C0_384,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-15,2.4,2.058
C0_385,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-5,2.4,2.073
C0_386,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,5,2.4,2.085
C0_387,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,15,2.4,2.094
C0_388,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,25,2.4,2.102
C0_389,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,35,2.4,2.108
C0_390,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,45,2.4,2.113
C0_391,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,55,2.4,2.116
C0_392,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,65,2.4,2.117
C0_393,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,75,2.4,2.118
C0_394,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,85,2.4,2.118
C0_395,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,95,2.4,2.117
C0_396,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,105,2.4,2.115
C0_397,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,115,2.4,2.113
C0_398,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,125,2.4,2.11
C0_399,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-55,2.6,2.419
C0_400,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-45,2.6,2.415
C0_401,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-35,2.6,2.411
C0_402,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-25,2.6,2.406
C0_403,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-15,2.6,2.401
C0_404,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-5,2.6,2.395
C0_405,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,5,2.6,2.389
C0_406,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,15,2.6,2.382
C0_407,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,25,2.6,2.376
C0_408,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,35,2.6,2.369
C0_409,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,45,2.6,2.361
C0_410,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,55,2.6,2.354
C0_411,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,65,2.6,2.346
C0_412,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,75,2.6,2.338
C0_413,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,85,2.6,2.33
C0_414,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,95,2.6,2.322
C0_415,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,105,2.6,2.313
C0_416,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,115,2.6,2.305
C0_417,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,125,2.6,2.296
C0_418,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-55,2.8,2.56
C0_419,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-45,2.8,2.551
C0_420,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-35,2.8,2.543
C0_421,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-25,2.8,2.534
C0_422,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-15,2.8,2.526
C0_423,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-5,2.8,2.517
C0_424,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,5,2.8,2.508
C0_425,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,15,2.8,2.499
C0_426,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,25,2.8,2.489
C0_427,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,35,2.8,2.48
C0_428,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,45,2.8,2.471
C0_429,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,55,2.8,2.461
C0_430,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,65,2.8,2.452
C0_431,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,75,2.8,2.442
C0_432,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,85,2.8,2.432
C0_433,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,95,2.8,2.422
C0_434,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,105,2.8,2.412
C0_435,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,115,2.8,2.402
C0_436,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,125,2.8,2.392
C0_437,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-55,3,2.641
C0_438,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-45,3,2.632
C0_439,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-35,3,2.622
C0_440,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-25,3,2.613
C0_441,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-15,3,2.603
C0_442,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,-5,3,2.593
C0_443,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,5,3,2.583
C0_444,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,15,3,2.573
C0_445,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,25,3,2.563
C0_446,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,35,3,2.553
C0_447,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,45,3,2.543
C0_448,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,55,3,2.533
C0_449,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,65,3,2.523
C0_450,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,75,3,2.512
C0_451,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,85,3,2.502
C0_452,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,95,3,2.491
C0_453,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,105,3,2.481
C0_454,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,115,3,2.47
C0_455,ff_lp_bjt,ff_lp_rvt12,ff_lp_io25,125,3,2.46
C0_456,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-55,1.6,0.8559
C0_457,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-45,1.6,0.8454
C0_458,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-35,1.6,0.8346
C0_459,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-25,1.6,0.8238
C0_460,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-15,1.6,0.8128
C0_461,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-5,1.6,0.8017
C0_462,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,5,1.6,0.7906
C0_463,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,15,1.6,0.7791
C0_464,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,25,1.6,0.7675
C0_465,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,35,1.6,0.7559
C0_466,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,45,1.6,0.7441
C0_467,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,55,1.6,0.7323
C0_468,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,65,1.6,0.7203
C0_469,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,75,1.6,0.7082
C0_470,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,85,1.6,0.6955
C0_471,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,95,1.6,0.681
C0_472,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,105,1.6,0.6637
C0_473,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,115,1.6,0.6403
C0_474,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,125,1.6,0.6035
C0_475,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-55,1.8,0.8561
C0_476,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-45,1.8,0.8455
C0_477,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-35,1.8,0.8349
C0_478,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-25,1.8,0.8239
C0_479,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-15,1.8,0.813
C0_480,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-5,1.8,0.8018
C0_481,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,5,1.8,0.7905
C0_482,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,15,1.8,0.7791
C0_483,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,25,1.8,0.7677
C0_484,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,35,1.8,0.756
C0_485,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,45,1.8,0.7442
C0_486,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,55,1.8,0.7325
C0_487,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,65,1.8,0.7203
C0_488,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,75,1.8,0.7081
C0_489,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,85,1.8,0.695
C0_490,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,95,1.8,0.6811
C0_491,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,105,1.8,0.6636
C0_492,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,115,1.8,0.6404
C0_493,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,125,1.8,0.6035
C0_494,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-55,2,0.8565
C0_495,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-45,2,0.8456
C0_496,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-35,2,0.8352
C0_497,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-25,2,0.8239
C0_498,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-15,2,0.8133
C0_499,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-5,2,0.8019
C0_500,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,5,2,0.7906
C0_501,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,15,2,0.7789
C0_502,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,25,2,0.7678
C0_503,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,35,2,0.7556
C0_504,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,45,2,0.7443
C0_505,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,55,2,0.7324
C0_506,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,65,2,0.7204
C0_507,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,75,2,0.708
C0_508,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,85,2,0.695
C0_509,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,95,2,0.6811
C0_510,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,105,2,0.6638
C0_511,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,115,2,0.6405
C0_512,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,125,2,0.6036
C0_513,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-55,2.2,0.8562
C0_514,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-45,2.2,0.8456
C0_515,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-35,2.2,0.8349
C0_516,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-25,2.2,0.8239
C0_517,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-15,2.2,0.8125
C0_518,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-5,2.2,0.8019
C0_519,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,5,2.2,0.7907
C0_520,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,15,2.2,0.7793
C0_521,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,25,2.2,0.773
C0_522,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,35,2.2,0.8504
C0_523,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,45,2.2,0.9329
C0_524,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,55,2.2,1.017
C0_525,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,65,2.2,1.099
C0_526,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,75,2.2,1.174
C0_527,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,85,2.2,1.238
C0_528,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,95,2.2,1.292
C0_529,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,105,2.2,1.338
C0_530,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,115,2.2,1.377
C0_531,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,125,2.2,1.411
C0_532,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-55,2.4,1.51
C0_533,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-45,2.4,1.581
C0_534,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-35,2.4,1.641
C0_535,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-25,2.4,1.691
C0_536,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-15,2.4,1.733
C0_537,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-5,2.4,1.77
C0_538,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,5,2.4,1.802
C0_539,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,15,2.4,1.83
C0_540,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,25,2.4,1.854
C0_541,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,35,2.4,1.876
C0_542,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,45,2.4,1.895
C0_543,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,55,2.4,1.912
C0_544,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,65,2.4,1.926
C0_545,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,75,2.4,1.939
C0_546,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,85,2.4,1.95
C0_547,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,95,2.4,1.96
C0_548,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,105,2.4,1.968
C0_549,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,115,2.4,1.974
C0_550,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,125,2.4,1.98
C0_551,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-55,2.6,2.292
C0_552,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-45,2.6,2.302
C0_553,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-35,2.6,2.31
C0_554,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-25,2.6,2.316
C0_555,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-15,2.6,2.32
C0_556,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-5,2.6,2.322
C0_557,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,5,2.6,2.323
C0_558,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,15,2.6,2.323
C0_559,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,25,2.6,2.322
C0_560,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,35,2.6,2.321
C0_561,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,45,2.6,2.318
C0_562,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,55,2.6,2.315
C0_563,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,65,2.6,2.311
C0_564,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,75,2.6,2.307
C0_565,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,85,2.6,2.302
C0_566,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,95,2.6,2.296
C0_567,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,105,2.6,2.291
C0_568,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,115,2.6,2.285
C0_569,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,125,2.6,2.278
C0_570,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-55,2.8,2.557
C0_571,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-45,2.8,2.551
C0_572,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-35,2.8,2.544
C0_573,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-25,2.8,2.537
C0_574,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-15,2.8,2.53
C0_575,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-5,2.8,2.523
C0_576,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,5,2.8,2.515
C0_577,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,15,2.8,2.507
C0_578,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,25,2.8,2.499
C0_579,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,35,2.8,2.491
C0_580,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,45,2.8,2.483
C0_581,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,55,2.8,2.474
C0_582,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,65,2.8,2.466
C0_583,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,75,2.8,2.457
C0_584,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,85,2.8,2.448
C0_585,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,95,2.8,2.439
C0_586,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,105,2.8,2.429
C0_587,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,115,2.8,2.42
C0_588,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,125,2.8,2.411
C0_589,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-55,3,2.661
C0_590,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-45,3,2.652
C0_591,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-35,3,2.643
C0_592,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-25,3,2.634
C0_593,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-15,3,2.625
C0_594,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,-5,3,2.616
C0_595,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,5,3,2.606
C0_596,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,15,3,2.597
C0_597,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,25,3,2.587
C0_598,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,35,3,2.578
C0_599,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,45,3,2.568
C0_600,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,55,3,2.558
C0_601,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,65,3,2.549
C0_602,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,75,3,2.539
C0_603,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,85,3,2.529
C0_604,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,95,3,2.518
C0_605,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,105,3,2.508
C0_606,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,115,3,2.498
C0_607,ff_lp_bjt,ss_lp_rvt12,ss_lp_io25,125,3,2.488
C0_608,ff_lp_bjt,ss_lp_rvt12,tt_lp_io25,-55,1.6,0.856
C0_609,ff_lp_bjt,ss_lp_rvt12,tt_lp_io25,-45,1.6,0.8455
C0_610,ff_lp_bjt,ss_lp_rvt12,tt_lp_io25,-35,1.6,0.8351
C0_611,ff_lp_bjt,ss_lp_rvt12,tt_lp_io25,-25,1.6,0.8242
C0_612,ff_lp_bjt,ss_lp_rvt12,tt_lp_io25,-15,1.6,0.8128
C0_613,ff_lp_bjt,ss_lp_rvt12,tt_lp_io25,-5,1.6,0.802
C0_614,ff_lp_bjt,ss_lp_rvt12,tt_lp_io25,5,1.6,0.7904
C0_615,ff_lp_bjt,ss_lp_rvt12,tt_lp_io25,15,1.6,0.779
C0_616,ff_lp_bjt,ss_lp_rvt12,tt_lp_io25,25,1.6,0.7675
